proj,algo,exp,iter,F1,fpr,fnr,recall,tnr,precision,auc,G,accuracy,Gmean,balance
f4,rs,4,16,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,spea2,4,16,0.444444444,0.12345679,0,1,0.87654321,0.285714286,0.938271605,0.936238864,0.882352941,0.534522484,0.912702867
f5,ga,5,16,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,ibea,5,16,0.727272727,0.025,0.2,0.8,0.975,0.666666667,0.8875,0.883176087,0.964705882,0.811312423,0.857478072
f5,nsga2,5,16,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f5,nsga3,5,16,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f5,rs,5,16,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,spea2,5,16,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f6,ga,6,16,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,ibea,6,16,1,0,0,1,1,1,1,1,1,1,1
f6,nsga2,6,16,0.888888889,0.012345679,0,1,0.987654321,0.8,0.99382716,0.99380799,0.988235294,0.894427191,0.991270287
f6,nsga3,6,16,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f6,rs,6,16,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,spea2,6,16,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f7,ga,7,16,0.023529412,0.988095238,0,1,0.011904762,0.011904762,0.505952381,0.109108945,0.023529412,0.109108945,0.301311157
f7,ibea,7,16,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f7,nsga2,7,16,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,nsga3,7,16,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f7,rs,7,16,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,spea2,7,16,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f8,ga,8,16,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,ibea,8,16,0.769230769,0.0375,0,1,0.9625,0.625,0.98125,0.981070844,0.964705882,0.790569415,0.973483496
f8,nsga2,8,16,0.461538462,0.0625,0.4,0.6,0.9375,0.375,0.76875,0.75,0.917647059,0.604367223,0.713725438
f8,nsga3,8,16,0.545454545,0.0375,0.4,0.6,0.9625,0.5,0.78125,0.759934208,0.941176471,0.698098684,0.715917046
f8,rs,8,16,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,spea2,8,16,0.5,0.05,0.4,0.6,0.95,0.428571429,0.775,0.754983444,0.929411765,0.646206173,0.714956144
f9,ga,9,16,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,ibea,9,16,1,0,0,1,1,1,1,1,1,1,1
f9,nsga2,9,16,0.875,0.025641026,0,1,0.974358974,0.777777778,0.987179487,0.987096234,0.976470588,0.881917104,0.981869057
f9,nsga3,9,16,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f9,rs,9,16,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,spea2,9,16,1,0,0,1,1,1,1,1,1,1,1
f10,ga,0,17,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,ibea,0,17,0.666666667,0.061728395,0,1,0.938271605,0.5,0.969135802,0.96864421,0.941860465,0.707106781,0.956351433
f10,nsga2,0,17,0.8,0.012345679,0.2,0.8,0.987654321,0.8,0.89382716,0.888888889,0.976744186,0.888888889,0.858309464
f10,nsga3,0,17,0.75,0,0.4,0.6,1,1,0.8,0.774596669,0.976744186,0.98787834,0.717157288
f10,rs,0,17,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,spea2,0,17,0.727272727,0.024691358,0.2,0.8,0.975308642,0.666666667,0.887654321,0.883315863,0.965116279,0.81137743,0.857504977
f1,ga,1,17,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,ibea,1,17,0.615384615,0.060240964,0,1,0.939759036,0.444444444,0.969879518,0.969411696,0.942528736,0.666666667,0.957403206
f1,nsga2,1,17,0.571428571,0.072289157,0,1,0.927710843,0.4,0.963855422,0.963177472,0.931034483,0.632455532,0.948883847
f1,nsga3,1,17,0.5,0.096385542,0,1,0.903614458,0.333333333,0.951807229,0.950586376,0.908045977,0.577350269,0.93184513
f1,rs,1,17,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,spea2,1,17,0.666666667,0.048192771,0,1,0.951807229,0.5,0.975903614,0.975606083,0.954022989,0.707106781,0.965922565
f2,ga,2,17,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,ibea,2,17,1,0,0,1,1,1,1,1,1,1,1
f2,nsga2,2,17,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f2,nsga3,2,17,0.727272727,0.025,0.2,0.8,0.975,0.666666667,0.8875,0.883176087,0.964705882,0.811312423,0.857478072
f2,rs,2,17,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,spea2,2,17,0.727272727,0.025,0.2,0.8,0.975,0.666666667,0.8875,0.883176087,0.964705882,0.811312423,0.857478072
f3,ga,3,17,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,ibea,3,17,0.75,0.024390244,0,1,0.975609756,0.6,0.987804878,0.987729597,0.976470588,0.774596669,0.982753493
f3,nsga2,3,17,0.6,0.048780488,0,1,0.951219512,0.428571429,0.975609756,0.97530483,0.952941176,0.654653671,0.965506986
f3,nsga3,3,17,0.545454545,0.06097561,0,1,0.93902439,0.375,0.969512195,0.969032709,0.941176471,0.612372436,0.956883733
f3,rs,3,17,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,spea2,3,17,0.545454545,0.06097561,0,1,0.93902439,0.375,0.969512195,0.969032709,0.941176471,0.612372436,0.956883733
f4,ga,4,17,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,ibea,4,17,0.666666667,0.049382716,0,1,0.950617284,0.5,0.975308642,0.974996043,0.952941176,0.707106781,0.965081147
f4,nsga2,4,17,0.666666667,0.049382716,0,1,0.950617284,0.5,0.975308642,0.974996043,0.952941176,0.707106781,0.965081147
f4,nsga3,4,17,0.533333333,0.086419753,0,1,0.913580247,0.363636364,0.956790123,0.955813919,0.917647059,0.603022689,0.938892007
f4,rs,4,17,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,spea2,4,17,0.533333333,0.086419753,0,1,0.913580247,0.363636364,0.956790123,0.955813919,0.917647059,0.603022689,0.938892007
f5,ga,5,17,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,ibea,5,17,1,0,0,1,1,1,1,1,1,1,1
f5,nsga2,5,17,0.727272727,0.025,0.2,0.8,0.975,0.666666667,0.8875,0.883176087,0.964705882,0.811312423,0.857478072
f5,nsga3,5,17,0.666666667,0.0625,0,1,0.9375,0.5,0.96875,0.968245837,0.941176471,0.707106781,0.955805826
f5,rs,5,17,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,spea2,5,17,0.833333333,0.025,0,1,0.975,0.714285714,0.9875,0.987420883,0.976470588,0.845154255,0.98232233
f6,ga,6,17,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,ibea,6,17,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f6,nsga2,6,17,0.888888889,0.012345679,0,1,0.987654321,0.8,0.99382716,0.99380799,0.988235294,0.894427191,0.991270287
f6,nsga3,6,17,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f6,rs,6,17,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,spea2,6,17,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f7,ga,7,17,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,ibea,7,17,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f7,nsga2,7,17,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,nsga3,7,17,0.333333333,0.047619048,0,1,0.952380952,0.2,0.976190476,0.975900073,0.952941176,0.447213595,0.966328249
f7,rs,7,17,0.023529412,0.988095238,0,1,0.011904762,0.011904762,0.505952381,0.109108945,0.023529412,0.109108945,0.301311157
f7,spea2,7,17,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f8,ga,8,17,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,ibea,8,17,0.666666667,0.0625,0,1,0.9375,0.5,0.96875,0.968245837,0.941176471,0.707106781,0.955805826
f8,nsga2,8,17,0.545454545,0.0375,0.4,0.6,0.9625,0.5,0.78125,0.759934208,0.941176471,0.698098684,0.715917046
f8,nsga3,8,17,0.428571429,0.075,0.4,0.6,0.925,0.333333333,0.7625,0.744983221,0.905882353,0.569702908,0.712228389
f8,rs,8,17,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,spea2,8,17,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f9,ga,9,17,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,ibea,9,17,1,0,0,1,1,1,1,1,1,1,1
f9,nsga2,9,17,0.875,0.025641026,0,1,0.974358974,0.777777778,0.987179487,0.987096234,0.976470588,0.881917104,0.981869057
f9,nsga3,9,17,1,0,0,1,1,1,1,1,1,1,1
f9,rs,9,17,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,spea2,9,17,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f10,ga,0,18,0.111111111,0.987654321,0,1,0.012345679,0.058823529,0.50617284,0.111111111,0.069767442,0.242535625,0.301622932
f10,ibea,0,18,0.727272727,0.024691358,0.2,0.8,0.975308642,0.666666667,0.887654321,0.883315863,0.965116279,0.81137743,0.857504977
f10,nsga2,0,18,0.615384615,0.049382716,0.2,0.8,0.950617284,0.5,0.875308642,0.872062972,0.941860465,0.702559424,0.85433145
f10,nsga3,0,18,0.533333333,0.074074074,0.2,0.8,0.925925926,0.4,0.862962963,0.860662966,0.918604651,0.628280862,0.84919057
f10,rs,0,18,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,spea2,0,18,0.8,0.012345679,0.2,0.8,0.987654321,0.8,0.89382716,0.888888889,0.976744186,0.888888889,0.858309464
f1,ga,1,18,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,ibea,1,18,0.615384615,0.060240964,0,1,0.939759036,0.444444444,0.969879518,0.969411696,0.942528736,0.666666667,0.957403206
f1,nsga2,1,18,0.533333333,0.084337349,0,1,0.915662651,0.363636364,0.957831325,0.956902634,0.91954023,0.603022689,0.940364488
f1,nsga3,1,18,0.727272727,0.036144578,0,1,0.963855422,0.571428571,0.981927711,0.981761387,0.965517241,0.755928946,0.974441924
f1,rs,1,18,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,spea2,1,18,0.571428571,0.072289157,0,1,0.927710843,0.4,0.963855422,0.963177472,0.931034483,0.632455532,0.948883847
f2,ga,2,18,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,ibea,2,18,0.666666667,0.0375,0.2,0.8,0.9625,0.571428571,0.88125,0.877496439,0.952941176,0.751067616,0.856114195
f2,nsga2,2,18,0.909090909,0.0125,0,1,0.9875,0.833333333,0.99375,0.993730346,0.988235294,0.912870929,0.991161165
f2,nsga3,2,18,0.833333333,0.025,0,1,0.975,0.714285714,0.9875,0.987420883,0.976470588,0.845154255,0.98232233
f2,rs,2,18,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,spea2,2,18,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f3,ga,3,18,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,ibea,3,18,0.545454545,0.06097561,0,1,0.93902439,0.375,0.969512195,0.969032709,0.941176471,0.612372436,0.956883733
f3,nsga2,3,18,0.666666667,0.036585366,0,1,0.963414634,0.5,0.981707317,0.981536874,0.964705882,0.707106781,0.97413024
f3,nsga3,3,18,0.666666667,0.036585366,0,1,0.963414634,0.5,0.981707317,0.981536874,0.964705882,0.707106781,0.97413024
f3,rs,3,18,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,spea2,3,18,0.666666667,0.036585366,0,1,0.963414634,0.5,0.981707317,0.981536874,0.964705882,0.707106781,0.97413024
f4,ga,4,18,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,ibea,4,18,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f4,nsga2,4,18,0.666666667,0.049382716,0,1,0.950617284,0.5,0.975308642,0.974996043,0.952941176,0.707106781,0.965081147
f4,nsga3,4,18,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f4,rs,4,18,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,spea2,4,18,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f5,ga,5,18,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,ibea,5,18,0.666666667,0.0375,0.2,0.8,0.9625,0.571428571,0.88125,0.877496439,0.952941176,0.751067616,0.856114195
f5,nsga2,5,18,1,0,0,1,1,1,1,1,1,1,1
f5,nsga3,5,18,0.666666667,0.0625,0,1,0.9375,0.5,0.96875,0.968245837,0.941176471,0.707106781,0.955805826
f5,rs,5,18,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,spea2,5,18,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f6,ga,6,18,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,ibea,6,18,0.888888889,0.012345679,0,1,0.987654321,0.8,0.99382716,0.99380799,0.988235294,0.894427191,0.991270287
f6,nsga2,6,18,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f6,nsga3,6,18,0.888888889,0.012345679,0,1,0.987654321,0.8,0.99382716,0.99380799,0.988235294,0.894427191,0.991270287
f6,rs,6,18,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,spea2,6,18,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f7,ga,7,18,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,ibea,7,18,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,nsga2,7,18,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f7,nsga3,7,18,0.4,0.035714286,0,1,0.964285714,0.25,0.982142857,0.981980506,0.964705882,0.5,0.974746186
f7,rs,7,18,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,spea2,7,18,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f8,ga,8,18,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,ibea,8,18,0.666666667,0.0625,0,1,0.9375,0.5,0.96875,0.968245837,0.941176471,0.707106781,0.955805826
f8,nsga2,8,18,0.5,0.125,0,1,0.875,0.333333333,0.9375,0.935414347,0.882352941,0.577350269,0.911611652
f8,nsga3,8,18,0.666666667,0.0625,0,1,0.9375,0.5,0.96875,0.968245837,0.941176471,0.707106781,0.955805826
f8,rs,8,18,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,spea2,8,18,0.428571429,0.075,0.4,0.6,0.925,0.333333333,0.7625,0.744983221,0.905882353,0.569702908,0.712228389
f9,ga,9,18,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,ibea,9,18,0.875,0.025641026,0,1,0.974358974,0.777777778,0.987179487,0.987096234,0.976470588,0.881917104,0.981869057
f9,nsga2,9,18,1,0,0,1,1,1,1,1,1,1,1
f9,nsga3,9,18,0.875,0.025641026,0,1,0.974358974,0.777777778,0.987179487,0.987096234,0.976470588,0.881917104,0.981869057
f9,rs,9,18,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,spea2,9,18,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f10,ga,0,19,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,ibea,0,19,0.615384615,0.049382716,0.2,0.8,0.950617284,0.5,0.875308642,0.872062972,0.941860465,0.702559424,0.85433145
f10,nsga2,0,19,0.666666667,0.061728395,0,1,0.938271605,0.5,0.969135802,0.96864421,0.941860465,0.707106781,0.956351433
f10,nsga3,0,19,0.615384615,0.049382716,0.2,0.8,0.950617284,0.5,0.875308642,0.872062972,0.941860465,0.702559424,0.85433145
f10,rs,0,19,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,spea2,0,19,0.727272727,0.024691358,0.2,0.8,0.975308642,0.666666667,0.887654321,0.883315863,0.965116279,0.81137743,0.857504977
f1,ga,1,19,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,ibea,1,19,0.666666667,0.048192771,0,1,0.951807229,0.5,0.975903614,0.975606083,0.954022989,0.707106781,0.965922565
f1,nsga2,1,19,0.727272727,0.036144578,0,1,0.963855422,0.571428571,0.981927711,0.981761387,0.965517241,0.755928946,0.974441924
f1,nsga3,1,19,0.533333333,0.084337349,0,1,0.915662651,0.363636364,0.957831325,0.956902634,0.91954023,0.603022689,0.940364488
f1,rs,1,19,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,spea2,1,19,0.727272727,0.036144578,0,1,0.963855422,0.571428571,0.981927711,0.981761387,0.965517241,0.755928946,0.974441924
f2,ga,2,19,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,ibea,2,19,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f2,nsga2,2,19,0.727272727,0.025,0.2,0.8,0.975,0.666666667,0.8875,0.883176087,0.964705882,0.811312423,0.857478072
f2,nsga3,2,19,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f2,rs,2,19,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,spea2,2,19,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f3,ga,3,19,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,ibea,3,19,0.75,0.024390244,0,1,0.975609756,0.6,0.987804878,0.987729597,0.976470588,0.774596669,0.982753493
f3,nsga2,3,19,0.428571429,0.097560976,0,1,0.902439024,0.272727273,0.951219512,0.949967907,0.905882353,0.522232968,0.931013973
f3,nsga3,3,19,0.666666667,0.036585366,0,1,0.963414634,0.5,0.981707317,0.981536874,0.964705882,0.707106781,0.97413024
f3,rs,3,19,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
f3,spea2,3,19,0.545454545,0.06097561,0,1,0.93902439,0.375,0.969512195,0.969032709,0.941176471,0.612372436,0.956883733
f4,ga,4,19,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,ibea,4,19,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f4,nsga2,4,19,0.615384615,0.061728395,0,1,0.938271605,0.444444444,0.969135802,0.96864421,0.941176471,0.666666667,0.956351433
f4,nsga3,4,19,0.571428571,0.074074074,0,1,0.925925926,0.4,0.962962963,0.962250449,0.929411765,0.632455532,0.94762172
f4,rs,4,19,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f4,spea2,4,19,0.571428571,0.074074074,0,1,0.925925926,0.4,0.962962963,0.962250449,0.929411765,0.632455532,0.94762172
f5,ga,5,19,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,ibea,5,19,0.769230769,0.0375,0,1,0.9625,0.625,0.98125,0.981070844,0.964705882,0.790569415,0.973483496
f5,nsga2,5,19,0.833333333,0.025,0,1,0.975,0.714285714,0.9875,0.987420883,0.976470588,0.845154255,0.98232233
f5,nsga3,5,19,0.727272727,0.025,0.2,0.8,0.975,0.666666667,0.8875,0.883176087,0.964705882,0.811312423,0.857478072
f5,rs,5,19,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f5,spea2,5,19,0.714285714,0.05,0,1,0.95,0.555555556,0.975,0.974679434,0.952941176,0.745355992,0.964644661
f6,ga,6,19,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,ibea,6,19,0.571428571,0.074074074,0,1,0.925925926,0.4,0.962962963,0.962250449,0.929411765,0.632455532,0.94762172
f6,nsga2,6,19,1,0,0,1,1,1,1,1,1,1,1
f6,nsga3,6,19,0.888888889,0.012345679,0,1,0.987654321,0.8,0.99382716,0.99380799,0.988235294,0.894427191,0.991270287
f6,rs,6,19,0.08988764,1,0,1,0,0.047058824,0.5,0,0.047058824,0,0.292893219
f6,spea2,6,19,0.8,0.024691358,0,1,0.975308642,0.666666667,0.987654321,0.987577157,0.976470588,0.816496581,0.982540573
f7,ga,7,19,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,ibea,7,19,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,nsga2,7,19,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f7,nsga3,7,19,0.666666667,0.011904762,0,1,0.988095238,0.5,0.994047619,0.994029797,0.988235294,0.707106781,0.991582062
f7,rs,7,19,0.023255814,1,0,1,0,0.011764706,0.5,0,0.011764706,0,0.292893219
f7,spea2,7,19,0.5,0.023809524,0,1,0.976190476,0.333333333,0.988095238,0.98802352,0.976470588,0.577350269,0.983164124
f8,ga,8,19,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,ibea,8,19,0.545454545,0.0375,0.4,0.6,0.9625,0.5,0.78125,0.759934208,0.941176471,0.698098684,0.715917046
f8,nsga2,8,19,0.545454545,0.0375,0.4,0.6,0.9625,0.5,0.78125,0.759934208,0.941176471,0.698098684,0.715917046
f8,nsga3,8,19,0.588235294,0.0875,0,1,0.9125,0.416666667,0.95625,0.955248659,0.917647059,0.645497224,0.938128157
f8,rs,8,19,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f8,spea2,8,19,0.545454545,0.0375,0.4,0.6,0.9625,0.5,0.78125,0.759934208,0.941176471,0.698098684,0.715917046
f9,ga,9,19,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,ibea,9,19,0.777777778,0.051282051,0,1,0.948717949,0.636363636,0.974358974,0.974021534,0.952941176,0.797724035,0.963738114
f9,nsga2,9,19,0.933333333,0.012820513,0,1,0.987179487,0.875,0.993589744,0.993569065,0.988235294,0.935414347,0.990934528
f9,nsga3,9,19,0.736842105,0.064102564,0,1,0.935897436,0.583333333,0.967948718,0.967417922,0.941176471,0.763762616,0.954672642
f9,rs,9,19,0.152173913,1,0,1,0,0.082352941,0.5,0,0.082352941,0,0.292893219
f9,spea2,9,19,0.823529412,0.038461538,0,1,0.961538462,0.7,0.980769231,0.980580676,0.964705882,0.836660027,0.972803585
f10,ga,0,20,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,ibea,0,20,0.666666667,0.061728395,0,1,0.938271605,0.5,0.969135802,0.96864421,0.941860465,0.707106781,0.956351433
f10,nsga2,0,20,0.727272727,0.024691358,0.2,0.8,0.975308642,0.666666667,0.887654321,0.883315863,0.965116279,0.81137743,0.857504977
f10,nsga3,0,20,0.8,0.012345679,0.2,0.8,0.987654321,0.8,0.89382716,0.888888889,0.976744186,0.888888889,0.858309464
f10,rs,0,20,0.10989011,1,0,1,0,0.058139535,0.5,0,0.058139535,0,0.292893219
f10,spea2,0,20,0.727272727,0.024691358,0.2,0.8,0.975308642,0.666666667,0.887654321,0.883315863,0.965116279,0.81137743,0.857504977
f1,ga,1,20,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,ibea,1,20,0.615384615,0.060240964,0,1,0.939759036,0.444444444,0.969879518,0.969411696,0.942528736,0.666666667,0.957403206
f1,nsga2,1,20,0.888888889,0.012048193,0,1,0.987951807,0.8,0.993975904,0.993957649,0.988505747,0.894427191,0.991480641
f1,nsga3,1,20,0.888888889,0.012048193,0,1,0.987951807,0.8,0.993975904,0.993957649,0.988505747,0.894427191,0.991480641
f1,rs,1,20,0.087912088,1,0,1,0,0.045977011,0.5,0,0.045977011,0,0.292893219
f1,spea2,1,20,0.307692308,0.084337349,0.5,0.5,0.915662651,0.222222222,0.707831325,0.676632341,0.896551724,0.465321627,0.641452382
f2,ga,2,20,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,ibea,2,20,0.909090909,0.0125,0,1,0.9875,0.833333333,0.99375,0.993730346,0.988235294,0.912870929,0.991161165
f2,nsga2,2,20,1,0,0,1,1,1,1,1,1,1,1
f2,nsga3,2,20,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f2,rs,2,20,0.111111111,1,0,1,0,0.058823529,0.5,0,0.058823529,0,0.292893219
f2,spea2,2,20,0.8,0.0125,0.2,0.8,0.9875,0.8,0.89375,0.888819442,0.976470588,0.888819442,0.858302699
f3,ga,3,20,0.068181818,1,0,1,0,0.035294118,0.5,0,0.035294118,0,0.292893219
